1958.2083333333333,315.71
1958.2916666666667,317.45
1958.375,317.5
1958.4583333333333,317.1
1958.5416666666667,315.86
1958.625,314.93
1958.7083333333333,313.2
1958.7916666666667,312.66
1958.875,313.33
1958.9583333333333,314.67
1959.0416666666667,315.62
1959.125,316.38
1959.2083333333333,316.71
1959.2916666666667,317.72
1959.375,318.29
1959.4583333333333,318.15
1959.5416666666667,316.54
1959.625,314.8
1959.7083333333333,313.84
1959.7916666666667,313.26
1959.875,314.8
1959.9583333333333,315.58
1960.0416666666667,316.43
1960.125,316.97
1960.2083333333333,317.58
1960.2916666666667,319.02
1960.375,320.03
1960.4583333333333,319.59
1960.5416666666667,318.18
1960.625,315.91
1960.7083333333333,314.16
1960.7916666666667,313.83
1960.875,315
1960.9583333333333,316.19
1961.0416666666667,316.93
1961.125,317.7
1961.2083333333333,318.54
1961.2916666666667,319.48
1961.375,320.58
1961.4583333333333,319.77
1961.5416666666667,318.57
1961.625,316.79
1961.7083333333333,314.8
1961.7916666666667,315.38
1961.875,316.1
1961.9583333333333,317.01
1962.0416666666667,317.94
1962.125,318.56
1962.2083333333333,319.68
1962.2916666666667,320.63
1962.375,321.01
1962.4583333333333,320.55
1962.5416666666667,319.58
1962.625,317.4
1962.7083333333333,316.26
1962.7916666666667,315.42
1962.875,316.69
1962.9583333333333,317.69
1963.0416666666667,318.74
1963.125,319.08
1963.2083333333333,319.86
1963.2916666666667,321.39
1963.375,322.25
1963.4583333333333,321.47
1963.5416666666667,319.74
1963.625,317.77
1963.7083333333333,316.21
1963.7916666666667,315.99
1963.875,317.12
1963.9583333333333,318.31
1964.0416666666667,319.57
1964.125,320.07
1964.2083333333333,320.73
1964.2916666666667,321.77
1964.375,322.25
1964.4583333333333,321.89
1964.5416666666667,320.44
1964.625,318.7
1964.7083333333333,316.7
1964.7916666666667,316.79
1964.875,317.79
1964.9583333333333,318.71
1965.0416666666667,319.44
1965.125,320.44
1965.2083333333333,320.89
1965.2916666666667,322.13
1965.375,322.16
1965.4583333333333,321.87
1965.5416666666667,321.39
1965.625,318.81
1965.7083333333333,317.81
1965.7916666666667,317.3
1965.875,318.87
1965.9583333333333,319.42
1966.0416666666667,320.62
1966.125,321.59
1966.2083333333333,322.39
1966.2916666666667,323.87
1966.375,324.01
1966.4583333333333,323.75
1966.5416666666667,322.39
1966.625,320.37
1966.7083333333333,318.64
1966.7916666666667,318.1
1966.875,319.79
1966.9583333333333,321.08
1967.0416666666667,322.07
1967.125,322.5
1967.2083333333333,323.04
1967.2916666666667,324.42
1967.375,325
1967.4583333333333,324.09
1967.5416666666667,322.55
1967.625,320.92
1967.7083333333333,319.31
1967.7916666666667,319.31
1967.875,320.72
1967.9583333333333,321.96
1968.0416666666667,322.57
1968.125,323.15
1968.2083333333333,323.89
1968.2916666666667,325.02
1968.375,325.57
1968.4583333333333,325.36
1968.5416666666667,324.14
1968.625,322.03
1968.7083333333333,320.41
1968.7916666666667,320.25
1968.875,321.31
1968.9583333333333,322.84
1969.0416666666667,324
1969.125,324.42
1969.2083333333333,325.64
1969.2916666666667,326.66
1969.375,327.34
1969.4583333333333,326.76
1969.5416666666667,325.88
1969.625,323.67
1969.7083333333333,322.38
1969.7916666666667,321.78
1969.875,322.85
1969.9583333333333,324.11
1970.0416666666667,325.03
1970.125,325.99
1970.2083333333333,326.87
1970.2916666666667,328.13
1970.375,328.07
1970.4583333333333,327.66
1970.5416666666667,326.35
1970.625,324.69
1970.7083333333333,323.1
1970.7916666666667,323.16
1970.875,323.98
1970.9583333333333,325.13
1971.0416666666667,326.17
1971.125,326.68
1971.2083333333333,327.18
1971.2916666666667,327.78
1971.375,328.92
1971.4583333333333,328.57
1971.5416666666667,327.34
1971.625,325.46
1971.7083333333333,323.36
1971.7916666666667,323.57
1971.875,324.8
1971.9583333333333,326.01
1972.0416666666667,326.77
1972.125,327.63
1972.2083333333333,327.75
1972.2916666666667,329.72
1972.375,330.07
1972.4583333333333,329.09
